Level	Warrior	Paladin	Hunter	Rogue	Priest	Death Knight	Shaman	Mage	Warlock	Monk	Druid
85	0.000000	5114.000000	5878.000000	0.000000	4485.000000	1000.000000	5115.000000	3782.000000	4477.000000	1000.000000	4059.000000
86	0.000000	5258.000000	6044.000000	0.000000	4610.000000	1000.000000	5259.000000	3885.000000	4601.000000	1000.000000	4171.000000
87	0.000000	5402.000000	6210.000000	0.000000	4734.000000	1000.000000	5403.000000	3988.000000	4725.000000	1000.000000	4284.000000
88	0.000000	5547.000000	6376.000000	0.000000	4858.000000	1000.000000	5546.000000	4090.000000	4849.000000	1000.000000	4396.000000
89	0.000000	5691.000000	6543.000000	0.000000	4983.000000	1000.000000	5690.000000	4193.000000	4974.000000	1000.000000	4509.000000
90	0.000000	5835.000000	6709.000000	0.000000	5107.000000	1000.000000	5834.000000	4296.000000	5098.000000	1000.000000	4621.000000
91	0.000000	5979.000000	6875.000000	0.000000	5231.000000	1000.000000	5978.000000	4399.000000	5222.000000	1000.000000	4734.000000
92	0.000000	6123.000000	7042.000000	0.000000	5356.000000	1000.000000	6122.000000	4501.000000	5346.000000	1000.000000	4847.000000
93	0.000000	6267.000000	7208.000000	0.000000	5480.000000	1000.000000	6265.000000	4604.000000	5470.000000	1000.000000	4959.000000
94	0.000000	6411.000000	7374.000000	0.000000	5605.000000	1000.000000	6409.000000	4707.000000	5594.000000	1000.000000	5072.000000
95	0.000000	6555.000000	7541.000000	0.000000	5729.000000	1000.000000	6553.000000	4810.000000	5719.000000	1000.000000	5184.000000
96	0.000000	6699.000000	7707.000000	0.000000	5853.000000	1000.000000	6697.000000	4912.000000	5843.000000	1000.000000	5297.000000
97	0.000000	6843.000000	7873.000000	0.000000	5978.000000	1000.000000	6841.000000	5015.000000	5967.000000	1000.000000	5409.000000
98	0.000000	6987.000000	8039.000000	0.000000	6102.000000	1000.000000	6984.000000	5118.000000	6091.000000	1000.000000	5522.000000
99	0.000000	7132.000000	8206.000000	0.000000	6226.000000	1000.000000	7128.000000	5221.000000	6215.000000	1000.000000	5635.000000
100	0.000000	7276.000000	8372.000000	0.000000	6351.000000	1000.000000	7272.000000	5323.000000	6339.000000	1000.000000	5747.000000
